bank_name,address,city,state,phone,latitude,longitude
Indian Red Cross Society Blood Bank,"Pt. J. N. M. Medical College premises, Jail Road, Raipur, 492001",Raipur,Chhattisgarh,0771 2880111,21.15,81.38
Christanand Education Society Blood Bank,"Christanand Education Society Blood Bank,  Christanand Hospital, Gujri Ward No.2, Brahmapuri, 441206",Chandrapur,Maharashtra,"07177 272016, 07177 271109",20.607715,79.855757
Aharya Harihar Red Cross Blood Bank,"District Head Quarters Hospital, Grand Road, 752001",Puri,Odisha,06752 224097,19.814381,85.829648
Super Speciality Hospital and Medical Post Graduate Institute Blood Bank,"Maenad Road, Near RST Cancer Hospital, Nagpur, 440003",Nagpur,Maharashtra,"0712 2703501, 0712 2746682",21.123952,79.102367
Kasturba Health Society Blood Bank,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha, 442102",Wardha,Maharashtra,"07152 284108, 07152 284333",20.739287,78.660927
Civil Surgeon - General Hospital Blood Bank,"Gadchiroli, General Hospital Blood Bank, Gadchiroli, 442605",Gadchiroli,Maharashtra,"07132 222056, 07132 222644",20.170208,79.982909
Shri Vasantrao Naik Blood Bank,"Government Medical College and Hospital, Yavatmal, 445001",Yavatmal,Maharashtra,07232 242456,20.39524,78.118668
Chandulal Chandrakar Memorial Hopsital Blood Bank,"Chandulal Chandraker Memorial Hospital, GE Road, Bhilai, Durg., 490001",Durg,Chhattisgarh,N/A,21.200246,81.322665
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar","Sub Divisional Hospital Bhanjanagar, 761126",Bhanjanagar,Odisha,06821 240133,19.93655984,84.57996368
"Odisha Red Cross Blood Bank, SDH, Dharmagarh","Sub-Divisional Hospital, At/Po- Dharmagarh, 766015",Dharmagarh,Odisha,6672242077,19.869351,82.781124
"Odisha Red Cross Blood Bank, Nuapada","District Headquarter Hospital, Nuapada, 766105",Nuapada,Odisha,9437292867,20.808848,82.534107
"Odisha Red Cross Blood Bank, Balangir","District Head Quarters Hospital Campus, Balangir, 767001",Balangir,Odisha,6652230646,20.707443,83.494856
J.L.N Hospital & Research Center  Blood Bank,"Sector-9 Bhilai, 490009",Durg,Chhattisgarh,0788 2856020,21.189732,81.316117
General Hospital Blood Bank,"Government General Hospital Blood Bank, Near Chota Bazar, Main Road, Mahatma Gandhi Marg, Chandrapur, 442402",Chandrapur,Maharashtra,"07172 252103, 07172 253992",19.953683,79.296742
Badshah Khan General Hospital Blood Bank,"New Industrial Township, Faridabad, 121001",Faridabad,Haryana,0129 2411881,28.392623,77.299274
Civil Hospital Bhandara Blood Bank,"General Hospital Blood Bank, Bhandara, 441904",Bhandara,Maharashtra,"07184 252247(Hospital), 07184 250725(Blood Bank)",21.162022,79.65973
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji","Road No: 1, CHC Kantabanji , Balangir, Odisha, 767039",Kantabanji,Odisha,06657 220464,20.468944,82.914898
Kalinga Hospital Limited Blood Bank,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar, 751023",Bhubaneswar,Odisha,"0674 2300570,  Extn.322",20.313722,85.818325
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital","OldTown, Samantarapur, 751002",Bhubaneswar,Odisha,0674 2591206,20.230822,85.841899
Nalco Hospital Blood Bank,"National Aluminium Company Ltd, Nalco Nagra, Angul, 759145",N/A,Odisha,,20.850763,85.152407
Sant Gadgebaba Blood Bank and Component Centre Badnera,"Opposite to Shrihari Hospital, Juni Vasti (Old Town), Badnera  Amravati, 444701",Amravati,Maharashtra,"0721 2580490, 0721 2580455",20.794116,77.709547
District Hospital Blood Bank Mahasamund,"Mahasamund Raipur Road, Kharora Village, 493445",Mahasamund,Chhattisgarh,7723222203,21.1193227,82.0743057
"Odisha Red Cross Blood Bank, Boudh","District Head Quarters Hospital, NH 224, Boudh, 762014",Boudh,Odisha,06841 222202,20.840309,84.321603
District General Hospital Blood Bank Amravati,"Dr. Babasaheb Ambedkar Chowk, District General Hospital Blood Bank, Amaravati, 444601",Amravati,Maharashtra,"0721 2663337, 0721 2663339, 0721 2663338",20.93386,77.760815
Medical college& Hospital Blood Bank Rajnandgaon,"Superitendant medical college& Hospital Rajnandgaon, 491441",Rajnandgaon,Chhattisgarh,N/A,21.086463,81.030281
Aishwarya Blood Bank,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal, 445001",Yavatmal,Maharashtra,"07232 252500, 07232 242340",20.389322,78.118544
"Apollo Hospital Blood Bank, Bhubaneswar","Plot No. 251, Old Sainik School Road, Bhubaneswar, Opposite to Vanibihar, 751015",Bhubaneswar,Odisha,"0674 7150454, 06746661016",20.305593,85.831789
"District - Civil Surgeon, General Hospital Blood Bank Wardha","New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha, 442001",Wardha,Maharashtra,"07152 245249, 07152 250624",20.737833,78.603162
Central India Institute of Haematology & Oncology&#39;s Blood & Blood Component Bank and Apheresis Unit,"Plot No-14/2, Park Corner, Bal Raj Marg, Near Loma Square, Dhantoli, Nagpur, 440012",Nagpur,Maharashtra,"0712 2430038 , 0712 2428972 , 0712 6464198",21.134731,79.080223
"NKP Salve Institute of Medical Science and Research Center (Lata Mangeshkar Hospital), Blood Bank","5, YMCA Complex, Digdoh Hills, Hingna Road, Nagpur, 440019",Nagpur,Maharashtra,"07104 236290, 07104 236291, 07104 232905",21.144346,79.078848
"Odisha Red Cross Blood Bank, Subarnapur","District Headquarters Hospital Sonepur, Hospital Road, Near fire station, 767017",Sonepur,Odisha,06654 220150,20.843647,83.907
"Odisha Red Cross Blood Bank, Jagatsinghpur","District Head Quarters Hospital, Jagatsinghpur, 754103",Jagatsinghpur,Odisha,06724 221808,20.251662,86.179783
Sainath Blood Bank,"531,Jaiswal Building, Above R.K. Traders, Old shukrawari Road, Sakkardara Nagpur, 440024",Nagpur,Maharashtra,9422502066,21.134294,79.076369
"Odisha Red Cross Blood Bank, SDH, Titlagarh","Sub-Divisional Hospital,Titlagarh, At/Po/Ps- Titlagarh,  Balangir, 767033",Titlagarh,Odisha,06655 220318,20.2894944,83.1516406
Jeevan Jyoti Blood Bank and Component,"J P Chamber, Madhav Nagar, Dakshin Ambakshari Road  Nagpur, 440010",Nagpur,Maharashtra,"0712 2231660,  0712 2230876",21.123051,79.057149
Lifeline Blood Bank Components and Apherisis Centre Blood Bank,"Neeti Gaurav complex , 2nd Floor, Central Bazar Road, Lokmat Square, Ramdaspeth, Nagpur, 400010",Nagpur,Maharashtra,"0712 6686666, 0712 6686665",21.138999,79.063093
Ekneel Blood Bank,"Near City Centre, Datta Chowk, 445001",Yavatmal,Maharashtra,07232 250111,20.389322,78.118544
"Odisha Red Cross Blood Bank, Kandhamal","District Head Quarter Hospital Phulbani, Kandhamal, 762001",Phulbani,Odisha,06842 253006,20.485796,84.224718
Ayush Blood Bank and component Lab,"9th Floor, A wing, 901-905, 910-912, Lokmat Building, Nagpur, 440010",Nagpur,Maharashtra,"0712 6618666, 0712 5631137",21.135231,79.072978
Neheru Satabdi (N.S) Central Hospital Blood Bank,"Neheru Shatabdi Hospital, MCL, AT/PO - Dera, Talcher, 759103",Talcher,Odisha,06760 267118,20.931088,85.173211
"Odisha Red Cross Blood Bank, Patnagarh","Sub Divisional Hospital Blood Bank Patnagarh , At/Po/Ps- Patnagarh, 767025",Patnagarh,Odisha,06658 222161,20.708494,83.129548
Sub Divisional Hospital Talcher,"Sub-Divisional Hospital, Talcher, Angul, 759107",Talcher,Odisha,06760 242020,20.946461,85.240965
"Odisha Red Cross Blood Bank, Nayagarh","District Head Quarter Hospital Nayagarh, 752069",Nayagarh,Odisha,06753 252410,20.128058,85.107413
Shri Balaji Blood Bank & component lab Amravati,"1st Floor, Alsi Complex, Ambapeth, Amravati, 444601",Amravati,Maharashtra,0721 2671600,20.928177,77.756362
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,"NALCO Nagar, Chandrasekharpur, 751023",Bhubaneswar,Odisha,"0674-2300570 (Ext-322), 0674 2725472",20.353379,85.814853
Dr. Hegdewar Blood Bank,"2, Sitaram Smruti, West High Court Road, Laxmibhuvan Square, Audumbar Apartment, Dharmpeth, Nagpur, 440010",Nagpur,Maharashtra,"0712 2528292, 0712 2538900, 09922407171, 09881000203",21.140579,79.060505
Dr. Hedgewar Blood Bank,"Balaji Plot  SBI Colony No - 1,  Near Jathat Peth,  No.1 Akola, 444005",Akola,Maharashtra,"0724 2491264, 0724 2491265, 0724 2491266",21.140578,79.060506
Evangelical Hospital Blood Bank,"Gadramunda, Khariar, 766107",Khariar,Odisha,"09668429249, 09668648114",20.3088467,82.7417943
"Odisha Red Cross Blood Bank, Jajpur","District Head Quarters Hospital, Jajpur, 755001",Jaipur,Odisha,06728 225177,20.849463,86.328963
AMRI Hospital Blood Bank,"Plot No. 1, Near Jayadev Vatika Park, Khandagiri,, 751030",Bhubaneswar,Odisha,0674 6666600,20.260166,85.777769
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,"Dock Road, Manglabag, 753007",Cuttack,Odisha,0671-2424202,20.473658,85.892097
"Odisha Red Cross Blood Bank, Angul","District Head Quarter Hospital, Angul, 759122",Angul,Odisha,06764 230880,20.9211366,84.8567932
"Odisha Red Cross Blood Bank, SDH, Padampur","At-Padampur, Po-Rajborasambar,, 768036",Padampur,Odisha,06638 223490,20.999564,83.060982
"Central Red Cross Blood Bank, Cuttack","Mangalabag, Medical Road, Cuttack, 753007",Cuttack,Odisha,0671 2302258,20.474804,85.888633
Hi-Tech Medical College & Hospital Blood Bank,"Pandra,Rasulgarh,Bhubaneshwar, 751025",Bhubaneswar,Odisha,"06743094253, 0674 2371217",20.300484,85.877272
District Head Quarters Hospital Blood Bank Kendrapara,"District Head Quarters Hospital Blood Bank, Kendrapara, 754211",N/A,Odisha,06727 233334,20.502151,86.425929
"Odisha Red Cross Blood Bank, SDH, Athamallik","Sub Divisional Hospital Athamallik, Badadamdasahi, Athamallik, 759125",Athamallik,Odisha,06763 254213,21.20617844,84.93461609
"Odisha Red Cross Blood Bank, Capital Hospital","Capital Hospital, Udyan Marg, Unit-6, Ganga Nagar, 751001",Bhubaneswar,Odisha,0674 2394985,20.260999,85.82211
Indira Gandhi Medical College and Hospital Blood Bank,"IGMC Hospital, Central Avenue Road, Nagpur, 440018",Nagpur,Maharashtra,"07122820134,0712 2728621, 0712 2774766",21.153917,79.092894
"Odisha Red Cross Blood Bank, Dhenkanal","District Head Quarters Hospital, 759001",Dhenkanal,Odisha,06762 221388,20.663314,85.597065
Dr. P.D.M.H.C. Hospital and Research Centre Blood Bank,"Block-A,1st Floor, Shivaji Nagar, Amravati, 440603",Amravati,Maharashtra,0721 2665545,20.923,77.816645
Government Medical College Blood Bank Nagpur,"Model Blood Bank, 2nd Floor, Hospital Building, Government Medical College & Hospital, Nagpur, 440003",Nagpur,Maharashtra,0712 2744695,21.126097,79.097101
Daga Memorial Women Government Hospital Blood Bank,"Gandhibag, Nagpur, 440002",Nagpur,Maharashtra,"0712 2729202, 0712 2729333",21.151511,79.105434
Dhamtari District Hospital Blood Bank,"Civil Surgeon, District Hospital, Dhamtari, 493773",Dhamtari,Chhattisgarh,N/A,20.707653,81.53949
Dhamtari Christian Hospital,"Industrial Area, Raipur Road, Dhamtari, 493773",Dhamtari,Chhattisgarh,077222 40362,20.718748,81.55154
Vijaya Sri Blood Bank,"VijayaSri Palace,D. No. 29-19-27/4, Ground Floor, First Floor and Second Floor, Dornakal Road, Suryaraopet, Vijayawada, 520002",Vijayawada,Andhra Pradesh,0866 2433199,16.51304,80.635644
M/s. Life Line Volunytary Blood Bank,"D. No.37-1-169/54, 2nd Floor, Sundharaiah Bhavan Raod, Ongole., 523001",Ongole,Andhra Pradesh,9247023117,15.481367,80.05908
Red Cross Blood Bank,"Government Hospital Premises
 Repalle-522265
 Guntur Dist,A.P, 522265",Repalle,Andhra Pradesh,08648 223939,16.017425,80.829475
"Smt CH. Manju Vani Vara Prasad, Lions District 316D Blood Bank","H.No.29-4-54K, Conan Dhanvoda Anantham Complex, Prakasam Road, Suryaraopet, Vijayawada, 520002",Vijayawada,Andhra Pradesh,0866 2573636,16.510309,80.63251
Rotary Red Cross Blood Bank,"H.No: 26-5-5, G.S Raju Street, Gandhinagar, Vijayawada - 520003. Krishna District, 520003",Vijayawada,Andhra Pradesh,"0866 2570082, 0866 6464002",16.506174,80.648015
Rudhira Voluntary Blood Bank,"D.No. 7-5-56, KRR Complex, 1st Floor, Opposite ASN college, Prakasam Road, Ganganammapeta, Tenali, 522201",Tenali,Andhra Pradesh,"08644 231222, 08644 654123",16.243428,80.646397
M/s. Needs Blood Bank,"1st Floor, Honda Show Room Building, Opposite Doctor Plaza, Kothapeta, 522001",Guntur city,Andhra Pradesh,"0863 6638222, 0863 6639222",16.29882,80.448888
ASN Raju Charitable Trust Blood Bank,"D.No. 24-1-1, R.K. Plaza (Sarovar complex), J. P. Raod, Bhimavaram, 534202",Bhimavaram,Andhra Pradesh,08816 225556,16.54391,81.516237
Government General Hospital Blood Bank,"Opposite to Railway Station, 1st Floor, C/o Government General Hospital, Guntur., 522001",Guntur,Andhra Pradesh,0863 2220035 (Ext No: 280),16.299747,80.443689
"M/S. Kims & Research Foundation, Hospital Blood Bank","Kims & Research Foundation, Hospital Blood Bank, Sy.No:813 & 817, Kamanagaruvu, Near Red Bridge, Amalapuram., 533201",Amalapuram,Andhra Pradesh,"08856 237996, 08856 237997, 08856 237998",16.592169,82.024025
Government District Headquarters Hospital machilipatnam blood bank,"Machilipatnam, 521001",Vijayawada,Andhra Pradesh,08672 245040,16.176867,81.138647
Area Hospital (Repeated),"Blood Bank Medical Officer,  Blood Bank, Area Hospital, Tenali, Guntur District, 522201",Tenali,Andhra Pradesh,9866686760,16.239531,80.64934
Palakol Voluntary Blood Bank,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol, 534260",Palakol,Andhra Pradesh,08814 222678,16.517455,81.725342
M/s. Area Hospital Blood Bank,"Ground Floor, Room No.10, Area Hospital, Chirala, Prakasam, 523155",Chirala,Andhra Pradesh,8520026320,15.825971,80.36127
Manipal Hospital Bloodbank,"Soumyanagar, Tadepalli, Guntur, 522501",Guntur Rural,Andhra Pradesh,0866 2489700 (Ext No.102),16.484433,80.617219
Lions Blood Bank,"D. No. 29-19-85, 1st & 2nd Floor,Old Janatha Hospital Building, Dornakal Road, Suryaraopet, Vijayawada, 520002",Vijayawada,Andhra Pradesh,0866 2434417,16.506174,80.648015
Indian Red Cross Society Blood Bank,"IRCS Blood Bank, Railway Station Road, SanthaPeta, Ongole, Prakasam, 523001",Ongole,Andhra Pradesh,08592 236093,15.505723,80.049922
Bethesda Blood Bank,"29-10-2, Ground Floor, Narsimharao Street, Suryaraopet, Vijayawada",Vijayawada,Andhra Pradesh,0866 2435888,16.512971,80.632664
Anjireddy Multi Specality Blood Bank,"Gaganamma Temple, Piduguralla, 522413",Piduguralla,Andhra Pradesh,08649 254567,16.478789,79.893642
Indian Red Cross Society,"Blood Bank Medical Officer, Blood Bank, Indian Red Cross Society, Guntur, District Guntur, 522004",Guntur,Andhra Pradesh,9985322589,16.306653,80.43654
M/s. Kanamarlapudi Koteswara Rao Indian Red Cross Society Blood Bank,"Survey No.1083/3, R.D. Office Compound, Kavali, 524201",Kavali,Andhra Pradesh,08626 244766,14.913181,79.99298
Uddaraju Anandaraju Foundation Blood Bank,"D.No. 27-8-21/2, Sivaraopet, Bhimavaram, 534202",Bhimavaram,Andhra Pradesh,"08816 230888, 08816 230878",16.543064,81.515731
M/s. A.P.V.V.P Area Hospital Blood Bank,"Ground Floor Area Hospital, Amalapuram, 533201",Amalapuram,Andhra Pradesh,NA,16.575367,81.998101
District Hospital Blood Bank,"District Hospital, Noonepalli, Nandyal, Kurnool, 518502",Nandyal,Andhra Pradesh,8514221033,15.469336,78.482935
Yashoda Hospital and Research,"3rd M Nehru Nagar, 201001",Ghaziabad,Uttar Pradesh,"0120 4182000, ext.128",28.66037,77.442026
M/s. Chaitanya Blood Bank,"40-9/1-26, Vasavya Complex, Benz Circle, Vijayawada, 520010",Vijayawada,Andhra Pradesh,"0866 2497977, 0866 645977",16.498839,80.655488
Saint Joseph General Hospital Blood Bank,"Opposite to Andhra Christian College, Near Flyover, Main Road, Guntur, 522001",Guntur city,Andhra Pradesh,"0863 2322700, 0863 2320386",16.297514,80.440648
Suraksha Voluntary Blood Bank,"29-10-8, Govinda Rajulu Naidu Street, Suryaraopet, Vijayawada, 520002",Vijayawada,Andhra Pradesh,0866 2434499,16.51343,80.632861
Indian Red Cross Society Blood Bank. Narassraopet,"Area Hospital, Narasaraopeta, 522601",Narasaraopeta,Andhra Pradesh,8647224455,16.235919,80.048412
Government General Hospital (Repeated),"Government General Hospital, Ramavarapadu, Vijayawada - 520007, 520007",Vijayawada,Andhra Pradesh,9866686760,16.513339,80.618989
Indian Red Cross Society Blood Bank narasapuram,"C/o. Community Healthcare Center, Narsapuram, 534275",Narasapuram,Andhra Pradesh,08814 276656,16.45196,81.680205
District Hospital Blood Bank,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur, 516360",PRODDATUR,Andhra Pradesh,8106104334,14.741621,78.550959
NRI Medical College and General Hospital Blood Bank,"Mangalagiri Mandalam, Chinakakani, Guntur, 522503",Guntur Rural,Andhra Pradesh,"08645 236777, 08645 237401, 08645 230101",16.413675,80.555675
Best Rotary Blood Bank,"Mahila Mandali Building, Sarojini Naidu Street, Kothapeta, Tenali, 522201",Tenali,Andhra Pradesh,NA,16.251179,80.64934
Katuri Medical College and Hospital Blood Bank,"Katuri Nagar, Chinakondrupadu, Guntur, 522019",Guntur Rural,Andhra Pradesh,"0863 2288555, 0863 2288556 (Ext No. 234)",16.227872,80.30947
NRT Blood Bank,"GBR Super Speciality Hospital, 10-1-10/1, Palnadu Road, Narasaraopeta, 522601",Narasaraopeta,Andhra Pradesh,9542628888,16.193331,80.019956
Dr. Pattabhi Red Cross Blood Bank,"DM & HO Campus, Machilipatnam, 521001",Machilipatnam,Andhra Pradesh,08672 230605,16.190546,81.136154
Sri Buddala Narasimhamurty Voluntary Blood Bank,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku, 534211",Tanuku,Andhra Pradesh,08819 225269,16.414033,80.647085
Indian Red Cross Society Blood bank,"A.P.V.P. Area Hospital, Cumbum Road, Markapur, 523316",Markapur,Andhra Pradesh,08596 223485,15.736154,79.269125
Area Hospital Blood Bank,"Gudivada, 521301",Gudivada,Andhra Pradesh,08674 245040,16.349045,81.049715
Marwari Relief Society Blood Bank,"227, Rabindra Sarani, 700007",Kolkata,West Bengal,033 22745675,22.5828594,88.3574931
University General Hospital Blood Bank,"Ring Road, Gunadala, Vijayawada",Vijayawada,Andhra Pradesh,"0866 2452244, 0866 2453488",16.516111,80.670085
Indian Red Cross Society Blood Bank,"Zilla Parishad Compound, Nagarampalem, GUNTUR, 522004",Guntur city,Andhra Pradesh,0863 2215656,16.306653,80.43654
Government Hospital,"Blood Bank Medical Officer,  Blood Bank, Government Hospital, Amalapuram, 533201",Amalapuram,Andhra Pradesh,9989106236,16.587432,82.008431
M/s. Belief Blood Bank,"3rd Floor, Sai Complex, Addanki Bus Stop, Ongole, 523001",Ongole,Andhra Pradesh,08592 222345,15.481367,80.05908
M/s. RIMS General Hospital Blood Bank,"C/o. RIMS General Hospital , D.No. 8-5-2/A, Opposite Bapuji Kalamandir, Bhagya Nagar, 5th Lane, Ongole, 523001",Ongole,Andhra Pradesh,8592233310,15.487882,80.047144
Rajiv Gandhi Institute of Medical Sciences Blood Bank,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa)., 516001",Kadapa,Andhra Pradesh,08562 225665,15.133392,78.514102
Dr. Pinnamaneni Siddhartha Insitiute of Medical Sciences & Research Foundation (Dr.P.SIMS & RF) Blood Bank,"Chinnaoutapalli., 521286",Vijayawada,Andhra Pradesh,08676 257311,16.551655,80.832047
Government Hospital Blood Bank Gandhi Nagar,"Government Hospital, Gandhi Nagar, Jammu, 180001",Jammu,Jammu and Kashmir,0191 2430041,32.705277,74.859974
Rajouri District Hospital Blood Bank,"District Hospital,  kheora, Rajouri, 185131",Rajouri,Jammu and Kashmir,01962 263209,33.3880811,74.316008
Guru Gobind Singh Medical College Blood Bank Hospital Blood Bank,"Sadiq Road, Kotakpura, 151203",Faridkot,Punjab,"01639 255436, 01639 - 251111",30.681255,74.747606
Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,"Acharya Shri Chander College of Medical Sciences and Hospital, N.H ByPass P.O Majeen, 180017",Sidhara,Jammu and Kashmir,0191 2662324,32.760493,74.898955
Fortis Hospital Limited Blood Bank,"Fortis Escort Heart and Super Speciality Institute Limited, Majitha Virka, By Pass Road, 143001",Amritsar,Punjab,"0183 30121222, 01836662222",31.664656,74.918134
Dr. Anil Bhaghi Memorial Hospital Blood Bank,"Martyr Anil Baghi Road, 152002",Ferozpur,Punjab,"01632-220555, 220556",30.9493,74.619453
Jawahar Lal Nehru Memorial Hospital Blood Bank,"Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar, 190003",Srinagar,Jammu and Kashmir,0194 2507099,34.097759,74.821651
Baharampur District Hospital Blood Bank,"P.O. Baharampur, 742401",Murshidabad,West Bengal,03482 252332,24.088999,88.257123
Government Lal Ded Hospital Blood Bank,"Wazirbagh, Srinagar GPO, Srinagar, 190001",Srinagar,Jammu and Kashmir,"0194 2313714, 0194 2313716",34.0667492,74.8081809
Moga Civil Hospital Blood Bank,"Mina Bazar, New Town, 142001",Moga,Punjab,1636230540,30.811673,75.169349
Udhampur District Hospital Blood Bank,"Udhampur  District Hospital, Near ITI collage, 182101",Udhampur,Jammu and Kashmir,01992-270402,32.919922,75.132831
Jallianwala Bagh Martyr&#39;s Memorial (JBMM) Civil Hospital Blood Bank,"G.T Road, Inder Palace Road, Maharaja Ranjit Singh Nagar, Hhasanpura Chowk, Hussainpura 

G.T. Road, Inder Palace Road, Ram Bagh,, 143001",Amritsar,Punjab,0183 2534906,31.633401,74.878894
Chodana Sub-District Hospital Blood Bank,"Sub-District Hospital, Chadoora, Budgam, 191113",Budgam,Jammu and Kashmir,01951 257236,33.9429341,74.7993502
Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,"Shalamar Road, Indra Chowk, Jammu, 180001",Jammu,Jammu and Kashmir,"0191 2547635, 0191 2547639",32.733578,74.862023
Bee Enn General Hospital Blood Bank,"Garden Avenue, Bhagwati Nagar, Talab Tillo, Jammu, 180002",Jammu,Jammu and Kashmir,1912555631,32.7297174,74.8411347
Baramulla District Hospital Blood Bank,"District Hospital, Kanthbagh, Baramulla, 193101",Baramulla,Jammu and Kashmir,01952 234203,34.2031312,74.3654033
Guru Nanak Dev Hospital Blood bank,"Government Medical College, Majitha Road, 143001",Amritsar,Punjab,0183 2426918,31.649955,74.883616
Handwara District Hospital Blood Bank,"Handwara Hwy, Shaheen Colony, Durashpora, Handwara, 193221",Handwara,Jammu and Kashmir,01955 262054,34.396437,74.284765
Shri Guru Ram Das Charitable Hospital Blood Bank,"Circular Road,Near Gurdwara Sahib Shaduin Taran Taru Road, 143001",Amritsar,Punjab,0183 2553668,31.615001,74.882255
Guru Tej Rasila Charitable Hospital,"Guru Tej Rasila Charitable Hospital, Saidpura, Amritsar, 143116",Amritsar,Punjab,NA,31.640206,75.180095
Guru Nanak Dev Super Speciality Hospital Blood Bank,"Goindwal Sahib Road, Bachre, 143401",Tarn Taran,Punjab,01852 667100,31.446706,74.937133
Patti Civil Hospital Blood Bank,"Civil Hospital Patti, Taran taran, 143416",Patti,Punjab,01851 244949,31.274623,74.853386
Budgam District Hospital Blood Bank,"ASYM District Hospital Campus, Near District Court Complex, 191111",Budgam,Jammu and Kashmir,1951255238,34.020827,74.719824
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,"Mehta Road, PO Vallah, 143501",Amritsar,Punjab,0183 2870245,31.635855,74.966905
District Hospital Blood Bank Shopian,"Shopian, 192303",Shopian,Jammu and Kashmir,01933 261845,33.7200624,74.8338034
Kulgam District Hospital Blood Bank,"Kulgam Quzigund Road, opposite to Fruit mandi Kulgam, 192231",Kulgam,Jammu and Kashmir,01931 260398,33.645305,75.026719
Kotkapura Civil Hospital Blood Bank,"NH15, Faridkot Road, 151204",Kotkapura,Punjab,"01635-228306,  0163 522 3306",30.584713,74.820153
Ferozpur Civil Hospital Blood Bank,"Housing Board Colony, 152002",Ferozpur City,Punjab,"01632242964, 01632 242082",30.952504,74.607649
District Hospital Blood Bank Sambha,"District Hospital, Near Sabzi Mandi, Samba, 184121",Samba,Jammu and Kashmir,9419118345,32.560515,75.120911
Green Avenue Blood Bank,"644, Mcleod Road, Rani Ka Bagh, 143001",Amritsar,Punjab,"0183 2563103,0183 2566402",31.637056,74.856332
Government Medical College and Hospital Blood Bank,"Government Medical College and Hospital, Mahesh Pura Chowk, Bakshi Nagar, 180001",Jammu,Jammu and Kashmir,"0191 2584290, 0191 2584291, 0191 2584292",32.736061,74.853998
Government Bone and Joint Surgery Hospital Blood Bank,"Government Bone and Joint Surgery Hospital, Near Barzulla bridge, Srinagar, 190005",Srinagar,Jammu and Kashmir,1942432135,34.0481,74.80522
Raja Sukhdev Singh District Hospital Poonch,"District Hospital, Poonch, 185101",Haveli,Jammu and Kashmir,"01965 220152, 01965 220656",33.772293,74.098062
Adhlakha Medical Center Blood Bank,"29-B, Race Course Road, Basant Avenue, 143001",Amritsar,Punjab,0183 2225353,31.651164,74.874725
Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,"SMHS Road, Near Gold Market, Karan Nagar, Srinagar,, 190010",Srinagar,Jammu and Kashmir,"0194 2504801, 0194 2504802 (Extn. 512)",34.0862001,74.7977402
Tarn Taran Civil Hospital Blood Bank,"NH 15, Guru Teg Bahadur Nagar, 143401",Tarn Taran,Punjab,01852 222755,31.458838,74.923433
MMAB memorial District Hospital  Blood Bank Anantnag,"MMAB memorial Blood Bank, Janglat Mandi, District Hospital, Anantnag, 192101",Anantnag,Jammu and Kashmir,01923 222170,33.7253569,75.153155
Pulwama District Hospital Blood Bank,"District Hospital, Pulwama, 192301",Pulwama,Jammu and Kashmir,01933 241530,33.878861,74.900779
Amandeep Blood Bank,"Amandeep Hospital, Model Town, Gt Road, 143001",Amritsar,Punjab,"01832566738, 08283844000",31.634549,74.859014
Anil Blood Bank,"Inside EMC Super speciality Hospital, Green Avenue, 143001",Amritsar,Punjab,"01835131105, 01835131111",31.643995,74.86651
District Hospital Blood Bank Ganderbal,"Ganderbal, 191201",Ganderbal,Jammu and Kashmir,0194 2416158,34.1944531,74.652155
92 Base Hospital Blood Bank,"92 Base Hospital, C/o. 56 APO,  Badami Bagh, Srinagar, 190004",Srinagar,Jammu and Kashmir,0194 24660009 (Extn. 6528),34.06591,74.856181
Muktsar Civil Hospital Blood Bank,"Canal Colony, Bathinda Road, Sri Muktsar Sahib, 152026",Muktsar,Punjab,"0163 3262275, 01635-228306",30.463286,74.537174
Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,"Sher-I-Kashmir Institute of Medical Sciences (SKIMS), 
Anchar, Soura, Srinagar, 190011",Srinagar,Jammu and Kashmir,0194 2401013,34.136677,74.800264
Rotary Club New Panvel charitable Trust s Late Dr. B.V. Limaye Blood Bank,"Plot No-8, Sect.1, Khanda Colony, Mumbai Pune Road, New Panvel (W), 410206",Raigad,Maharashtra,"022 27459322, 022 32092960",19.008249,73.108321
